segment,mode,signal_type,option_symbol,option_type,strike_price,expiry,lots,quantity,entry_time,entry_price,stop_loss_points,initial_sl_price,trailing_stop_points,exit_time,exit_price,exit_reason,pnl_points,pnl_value,return_pct
NIFTY,LIVE,BUY_PE,NIFTY0PE,PE,0.0,,1,150,2025-12-15T10:16:00,40.8,50.0,61.199999999999996,50.0,2025-12-15T10:17:00,40.475,Stop Loss order REJECTED - manual exit required,0.32499999999999574,48.74999999999936,0.7965686274509699
NIFTY,LIVE,BUY_PE,NIFTY0PE,PE,0.0,,1,75,2025-12-15T10:29:00,66.8,50.0,100.19999999999999,50.0,2025-12-15T10:30:00,67.15,Stop Loss order REJECTED - manual exit required,-0.3500000000000085,-26.25000000000064,-0.5239520958083961
