segment,mode,signal_type,option_symbol,option_type,strike_price,expiry,lots,quantity,entry_time,entry_price,stop_loss_points,initial_sl_price,trailing_stop_points,exit_time,exit_price,exit_reason,pnl_points,pnl_value,return_pct
NIFTY,LIVE,BUY_PE,NIFTY0PE,PE,0.0,,1,75,2025-12-19T13:23:47.214528,62.5,50.0,93.75,50.0,2025-12-19T13:23:00,323512.3767857143,"Stop Loss hit (Loss: ₹323449.88, Price rise: 323449.88 points)",-323449.8767857143,-24258740.75892857,-517519.8028571429
